Host Id,Host Since,Namefixed ,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
35883646,15/6/2015,Big Room In Uptown Prewar Apartment,Big room in uptown prewar apartment,Manhattan,Apartment,95,Private room,10032,2,1,6,69,97
35887484,15/6/2015,Beautiful Spacious Room  Private,Beautiful Spacious Room - Private,Queens,Apartment,90,Private room,11377,1,1,3,59,93
35888586,15/6/2015,"Private Space W/Futon, Near Train","Private space w/futon, near train",Brooklyn,Apartment,90,Private room,11226,2,1,9,40,91
35894876,15/6/2015,Simple Space In Prime Williamsburg,Simple Space in Prime Williamsburg,Brooklyn,Apartment,85,Private room,11211,1,1,7,95,86
35900660,15/6/2015,Spacious Apartment In The Bronx,Spacious apartment in the Bronx,Bronx,Apartment,85,Private room,10467,1,1,5,60,88
35902635,15/6/2015,Rockaway Beach Surf House,Rockaway Beach Surf House,Queens,Apartment,95,Entire home/apt,11693,2,1,8,222,95
35904076,15/6/2015,Massive Les/Chinatown Loft 2Bdrm,Massive LES/Chinatown Loft 2bdrm,Manhattan,Loft,100,Entire home/apt,10002,3,1,1,450,100
35905016,15/6/2015,1 Bedroom In 4 Bedroom Apt,1 bedroom in 4 bedroom apt,Brooklyn,Apartment,100,Private room,11213,1,1,2,40,100
35914251,15/6/2015,Cozy Home In The Heart Of Astoria,Cozy home in the heart of Astoria,Queens,Apartment,100,Entire home/apt,11106,1,1,1,100,100
35927005,16/6/2015,4Bedroom Sunset Park Unit/Brooklyn,4-Bedroom Sunset Park Unit/Brooklyn,Brooklyn,Apartment,70,Entire home/apt,11220,5,1,2,285,70
35927005,16/6/2015,Large 4B Apartment Close To Subway,Large 4-B Apartment Close to Subway,Brooklyn,Apartment,80,Entire home/apt,11220,7,1,3,285,80
35927005,16/6/2015,$38 Single Room Near MetroNo Cheat,$38 Single Room Near Metro-No Cheat,Brooklyn,House,100,Private room,11219,1,1,2,38,100
35927005,16/6/2015,4Person Room With Private Bathroom,4-Person Room with Private Bathroom,Brooklyn,House,80,Private room,11219,3,1,1,95,80
35927005,16/6/2015,Best Value3 Person Room Near Metro,Best Value-3 Person Room Near Metro,Brooklyn,House,100,Private room,11219,2,1,1,70,100
35927005,16/6/2015,Cozy 3People Room Close To Subway,Cozy 3-People Room Close to Subway,Brooklyn,House,60,Private room,11219,2,1,4,70,60
35927005,16/6/2015,Cozy Triple Room For 3 People,Cozy Triple Room for 3 people,Brooklyn,House,100,Private room,11219,2,1,1,75,100
35927005,16/6/2015,"Cute Master Bedroom, Private Bath","Cute Master Bedroom, Private Bath",Brooklyn,House,90,Private room,11219,3,1,2,95,90
35927005,16/6/2015,Small Room For 2 PersonsBest Value,Small room for 2 Persons-Best Value,Brooklyn,House,90,Private room,11219,2,1,9,48,93
35927618,16/6/2015,Room In Williamsburg,Room in Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,1,1,100,100
35928174,16/6/2015,The Most Efficient Efficiency Ever,The Most Efficient Efficiency Ever,Brooklyn,Apartment,90,Entire home/apt,11206,1,1,2,65,90
35930970,16/6/2015,Big Comfy Living Room With Futon,Big Comfy Living Room With Futon,Manhattan,Apartment,80,Private room,10027,1,1,1,60,80
35968845,16/6/2015,Private Room Amazing Location,Private room. Amazing location,Manhattan,Apartment,100,Private room,10025,1,1,1,89,100
35970195,16/6/2015,Cozy Room In Bushwick,Cozy room in Bushwick,Brooklyn,Apartment,100,Private room,11221,1,1,5,60,100
35980449,16/6/2015,July,july,Manhattan,Apartment,70,Private room,10029,1,1,5,70,73
35981375,16/6/2015,New Luxury Condo/Convent Avenue,New Luxury Condo/Convent Avenue,Manhattan,Apartment,80,Entire home/apt,10031,1,1,2,150,80
35983559,16/6/2015,Lovely 3 Br Apt In Victorian Home,Lovely 3 BR Apt in Victorian Home,Brooklyn,Apartment,100,Entire home/apt,11226,5,1,2,150,100
35987043,16/6/2015,Nice & Clean Home @ Flushing Queens,Nice & Clean Home @ Flushing Queens,Queens,Apartment,90,Entire home/apt,11355,5,1,4,145,90
35987043,16/6/2015,$48 Basement Couple Room Near Metro,$48 Basement Couple Room Near Metro,Brooklyn,House,65,Private room,11219,1,1,3,48,67
35987043,16/6/2015,$48 Bsm Couple Room Close To Subway,$48 BSM Couple Room Close to Subway,Brooklyn,House,60,Private room,11219,1,1,5,48,60
35987043,16/6/2015,Basement Master Bedroom Near Subway,Basement Master Bedroom near subway,Brooklyn,House,60,Private room,11219,1,1,2,55,60
35987043,16/6/2015,Cheapest 3Person Room / Basement,Cheapest 3-Person Room / Basement,Brooklyn,House,50,Private room,11219,2,1,2,52,50
35987043,16/6/2015,Cozy Couple Room Close To Subway,Cozy Couple Room Close to Subway,Brooklyn,House,40,Private room,11219,1,1,1,65,40
35987043,16/6/2015,Small 2Person Room/Cheap No Cheat,Small 2-Person Room/Cheap No Cheat,Brooklyn,House,80,Private room,11219,2,1,2,48,80
35987043,16/6/2015,WalkIn Basement RoomGreat Privacy,Walk-in Basement Room-Great Privacy,Brooklyn,House,80,Private room,11219,1,1,1,55,80
35997303,16/6/2015,"High End Williamsburg, With A View","High End Williamsburg, with a View.",Brooklyn,Apartment,100,Private room,11249,1,1,4,156,100
36005506,16/6/2015,Clean☆Cozy☆Room,Clean☆cozy☆room,Queens,Apartment,90,Shared room,11377,1,1,9,75,91
36005506,16/6/2015,Comodo♡Sofa,Comodo♡sofa,Queens,Dorm,90,Shared room,11377,1,1,3,45,93
36007375,16/6/2015,"Beautiful, Quiet Uws Studio","Beautiful, quiet UWS Studio",Manhattan,Apartment,100,Entire home/apt,10025,1,1,1,160,100
36008312,16/6/2015,Luxury Apartment In Manhattan,Luxury apartment in Manhattan,Manhattan,Apartment,100,Private room,10019,1,1,13,125,100
36012265,17/6/2015,"12 Min To Lga, Sunny And Cozy","12 min. to LGA, sunny and cozy",Queens,House,95,Private room,11372,1,1,4,78,95
36012803,17/6/2015,Cozy Apartment In The West Village,Cozy apartment in the West Village,Manhattan,Apartment,40,Entire home/apt,10014,2,1,1,220,40
36029533,17/6/2015,Relaxing Bedroom In 6Br Apartment,Relaxing bedroom in 6br apartment,Brooklyn,Apartment,60,Private room,11221,1,1,1,35,60
36031773,17/6/2015,Entire Beautiful Apartment,Entire beautiful apartment,Brooklyn,Apartment,90,Entire home/apt,11223,2,1,3,89,93
36031773,17/6/2015,Huge Sunny Private Room,Huge sunny private room,Brooklyn,Apartment,60,Private room,11218,1,1,7,49,63
36031773,17/6/2015,Private Room Near Prospect Park,Private room near prospect park,Brooklyn,Apartment,80,Private room,11218,1,1,1,49,80
36049794,17/6/2015,"My Apartment Is Clean,Comfortable","MY APARTMENT IS CLEAN,COMFORTABLE.",Queens,Apartment,100,Private room,11372,1,1,4,62,100
36054714,17/6/2015,"Sunny, Sweet East Village Studio","Sunny, sweet East Village Studio",Manhattan,Apartment,100,Entire home/apt,10009,1,1,1,140,100
36055888,17/6/2015,En Suite Room  Upper West Side,En suite room  Upper West Side,Manhattan,Apartment,100,Private room,10031,1,1,1,75,100
36061673,17/6/2015,"Astoria, Minutes From City","Astoria, minutes from city.",Queens,Apartment,100,Private room,11102,1,1,1,50,100
36063879,17/6/2015,Heart Of East Village Private Room,Heart of East Village -Private Room,Manhattan,Apartment,90,Private room,10003,1,1,13,110,92
36083426,17/6/2015,Cozy Upper East Side Studio,Cozy Upper East Side Studio,Manhattan,Apartment,100,Entire home/apt,10065,1,1,2,125,100
36084601,17/6/2015,I Live In The Heart Of Times Square,I live in the heart of times square,Manhattan,Apartment,80,Entire home/apt,10036,2,1,3,175,80
36085233,17/6/2015,"Cozy, Clean Room In East Village","Cozy, clean room in East Village",Manhattan,Apartment,80,Private room,10009,1,1,2,90,80
36089395,17/6/2015,Brand New Doorman One Bedroom Uws,BRAND NEW DOORMAN ONE BEDROOM UWS,Manhattan,Condominium,100,Entire home/apt,10032,1,1,1,135,100
36091092,17/6/2015,Private Bedroom In 2 Bedroom Apt,Private bedroom in 2 bedroom apt.,Queens,Apartment,100,Private room,11101,1,1,1,45,100
36128137,18/6/2015,Luxury Studio Near Grand Central,Luxury Studio near Grand Central,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,120,100
36129808,18/6/2015,Quite 1 Bedroom Ues Off Of Park Ave,Quite 1 bedroom UES off of Park Ave,Manhattan,Apartment,100,Entire home/apt,10028,2,1,1,140,100
36133913,18/6/2015,A Perfect Midtown Studio (Doorman,A Perfect Midtown Studio (Doorman),Manhattan,Apartment,100,Entire home/apt,10017,1,1,5,169,100
36138575,18/6/2015,Astoria Is A Great Area,Astoria is a great area.,Queens,House,90,Private room,11105,1,1,7,50,92
36143300,18/6/2015,"Cosy Flat, Close To Central Park","Cosy Flat, Close to Central Park",Manhattan,Apartment,100,Entire home/apt,10027,1,1,4,125,100
36147979,18/6/2015,Expansive Uptown Apartment,Expansive Uptown Apartment,Manhattan,Apartment,80,Entire home/apt,10027,3,1,1,200,80
36163838,18/6/2015,LightSoaked Uptown Manhattan Apt,Light-Soaked Uptown Manhattan Apt,Manhattan,Apartment,80,Entire home/apt,10032,1,1,3,85,80
36164182,18/6/2015,Spacious Modern Contemp Living 2,Spacious Modern Contemp Living 2,Brooklyn,House,95,Private room,11221,1,1,7,75,97
36164182,18/6/2015,WB Spacious Contemporary Living 3,W.B. Spacious Contemporary Living 3,Brooklyn,House,100,Private room,11221,1,1,7,65,100
36175278,19/6/2015,Sunny West Harlem Studio,Sunny West Harlem Studio,Manhattan,Apartment,95,Entire home/apt,10030,1,1,5,85,96
36176332,19/6/2015,750Ft� LoftLike Apt On The Park,750ft² Loft-like Apt on the Park,Brooklyn,Apartment,90,Entire home/apt,11226,4,1,6,125,90
36195153,19/6/2015,Gramercy Apartment,Gramercy apartment,Manhattan,Apartment,90,Entire home/apt,10010,3,1,2,165,90
36199329,19/6/2015,Sun Drenched Harlem Gem,Sun Drenched Harlem Gem,Manhattan,Apartment,90,Entire home/apt,10029,2,1,2,105,90
36205028,19/6/2015,Caribbean Blue 8 Mins To Jfk ,**Caribbean Blue- 8 mins to JFK **,Queens,House,90,Private room,11434,1,1,8,57,94
36207962,19/6/2015,Cozy & Perfectly Located Studio,Cozy & perfectly located Studio,Manhattan,Apartment,95,Entire home/apt,10024,1,1,6,140,97
36208205,19/6/2015,Nifty Room Near Express A Train,Nifty room near Express A train,Manhattan,Apartment,100,Private room,10033,1,1,1,45,100
36208562,19/6/2015,Single Family Bushwick Oasis,Single Family Bushwick Oasis,Brooklyn,House,100,Entire home/apt,11221,3,1,2,200,100
36211685,19/6/2015,Sunny Room In Bushwick & Central Ac,Sunny Room in Bushwick & central AC,Queens,Apartment,60,Private room,11385,1,1,1,85,60
36213691,19/6/2015,Fantastic Rm In Historic Bklyn Area,Fantastic rm in historic bklyn area,Brooklyn,Apartment,100,Private room,11221,1,1,4,45,100
36216639,19/6/2015,Huge 1 Bd  Nursery On Park Ave,Huge 1 Bd  Nursery on Park Ave,Manhattan,Apartment,80,Entire home/apt,10028,2,1,1,299,80
36217439,19/6/2015,Upper East Side Studio,Upper East Side Studio,Manhattan,Apartment,95,Entire home/apt,10128,1,1,4,105,95
36218317,19/6/2015,Spacious Loft In Williamsburg (2Bd,Spacious loft in Williamsburg (2BD),Brooklyn,Apartment,85,Entire home/apt,11211,3,1,4,200,85
36218317,19/6/2015,Comfy Room In Williamsburg Loft,Comfy room in Williamsburg loft,Brooklyn,Apartment,80,Private room,11211,2,1,1,110,80
36225155,19/6/2015,Spacious Brooklyn Retreat,Spacious Brooklyn Retreat,Brooklyn,Apartment,100,Private room,11222,1,1,2,70,100
36229779,19/6/2015,Garden Level Nest In Brooklyn,Garden Level Nest in Brooklyn,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,9,105,96
36235955,19/6/2015,Large/Spacious Room Available,Large/Spacious room available,Manhattan,Apartment,100,Private room,10032,1,1,2,70,100
36242220,19/6/2015,"Near Lga, Citifield, Us Open Tennis","Near LGA, Citifield, US Open Tennis",Queens,House,85,Private room,11369,1,1,3,65,87
36271729,20/6/2015,Private Room 1 Block From Train,Private Room 1 block from Train,Brooklyn,Apartment,100,Private room,11206,1,1,1,70,100
36272038,20/6/2015,Shared Living Room/ Car Service,Shared Living Room/ Car Service,Bronx,Apartment,100,Shared room,10462,1,1,2,35,100
36275888,20/6/2015,"2 Bedroom, 2 Bath, Bowery Loft","2 Bedroom, 2 Bath, Bowery Loft",Manhattan,Apartment,100,Entire home/apt,10013,2,1,4,350,100
36277556,20/6/2015,Beautiful West Village Apartment,Beautiful West Village Apartment,Manhattan,Apartment,80,Entire home/apt,10011,1,1,1,210,80
36279706,20/6/2015,Nice Furnished Room In Manhattan,Nice Furnished room in Manhattan,Manhattan,Apartment,100,Private room,10039,1,1,4,60,100
36285615,20/6/2015,Cozy Room Just Off Central Park,Cozy room just off Central Park,Manhattan,Apartment,100,Private room,10026,1,1,2,60,100
36307255,20/6/2015,Heart Of Tribeca Next To Everything,Heart of Tribeca next to everything,Manhattan,Apartment,90,Entire home/apt,10007,5,1,5,500,92
36308034,20/6/2015,Cozy 1 Bedroom Apt (West Harlem,Cozy 1 Bedroom Apt (West Harlem),Manhattan,Apartment,95,Entire home/apt,10026,1,1,7,175,97
36309981,20/6/2015,3Bd 2Ba Steps To CpGreat Location,3BD 2BA steps to CP-great location,Manhattan,Condominium,100,Entire home/apt,10024,3,1,1,199,100
36362150,21/6/2015,Private Room In Brooklyn,Private room in Brooklyn,Brooklyn,Apartment,50,Private room,11233,1,1,3,40,53
36362150,21/6/2015,Railroad Style Room In Brooklyn,Railroad Style Room in Brooklyn,Brooklyn,Apartment,70,Private room,11233,1,1,9,42,73
36369314,21/6/2015,Williamsburg Oasis W/ Private Yard,Williamsburg Oasis w/ Private Yard,Brooklyn,Apartment,100,Entire home/apt,11211,3,1,2,199,100
36373090,21/6/2015,Bushwick Beaut Private Bed & Bath,BUSHWICK Beaut Private bed & bath,Brooklyn,Apartment,80,Private room,11237,1,1,1,70,80
36376966,21/6/2015,Crash Futon Matress In Living Room,Crash futon matress in living room,Brooklyn,Apartment,90,Shared room,11218,1,1,7,32,93
36379920,21/6/2015,Modern Space In Soho,Modern Space in SoHo,Manhattan,Apartment,80,Private room,10012,1,1,3,130,80
36381094,21/6/2015,Spacious Unit On Coveted Block,Spacious unit on coveted block,Brooklyn,Apartment,100,Entire home/apt,11215,4,1,3,169,100
36384340,21/6/2015,Private Bedroom  Your Own Bathroom,Private Bedroom  Your Own Bathroom,Brooklyn,Apartment,95,Private room,11213,1,1,4,75,95
36386991,21/6/2015,1 Bedroom Apt On The Uws,1 Bedroom Apt on the UWS,Manhattan,Apartment,100,Entire home/apt,10025,1,1,2,100,100
36388501,21/6/2015,"Nice Room, Very Close To The Subway","Nice room, very close to the subway",Brooklyn,Apartment,90,Private room,11206,1,1,2,50,90
36390450,21/6/2015,Shared Or Private Room For Rent,Shared or Private room for rent,Queens,House,20,Private room,11416,2,1,1,50,20
36391065,21/6/2015,Spacious Private Bdrm In Manhattan,Spacious Private BDRM in Manhattan,Manhattan,Apartment,80,Private room,10037,1,1,2,60,80
36410369,22/6/2015,"Clean, Comfortable, Private Room","Clean, Comfortable, Private Room",Brooklyn,Apartment,90,Private room,11213,2,1,2,50,90
36422083,22/6/2015,Garden Apartment In Historic Area,Garden Apartment in Historic Area,Brooklyn,Apartment,100,Entire home/apt,11231,1,1,1,125,100
36432045,22/6/2015,Carriage House Whole Floor Loft,Carriage house whole floor loft,Brooklyn,Loft,100,Entire home/apt,11231,1,1,3,145,100
36434721,22/6/2015,Brooklyn'S Heart Ft Greene 2Bikes,Brooklyn's heart Ft Greene 2bikes,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,2,159,100
36436020,22/6/2015,Private Room In Charming 2 Bed,Private Room in Charming 2 bed,Queens,Apartment,70,Private room,11106,1,1,2,38,70
36441990,22/6/2015,Spacious 1Bdrm In Long Island City,Spacious 1bdrm in Long Island City,Queens,Apartment,100,Entire home/apt,11101,2,1,1,105,100
36442282,22/6/2015,Amazing 1 Bed In Heart Of Nolita,*Amazing* 1 bed in heart of nolita,Manhattan,Apartment,100,Entire home/apt,10012,1,1,1,199,100
36445941,22/6/2015,Close To Jfk Airport Pay Per Day,CLOSE TO JFK AIRPORT PAY PER DAY,Brooklyn,Dorm,60,Entire home/apt,11208,2,1,1,30,60
36446263,22/6/2015,"Chic 1Br Apt, Steps To Time Square","Chic 1BR Apt, Steps to Time Square",Manhattan,Apartment,100,Entire home/apt,10018,2,1,1,219,100
36458994,22/6/2015,1 Br Apt In Heart Of Les,1 BR APT IN HEART OF LES,Manhattan,Apartment,100,Entire home/apt,10002,2,1,3,118,100
36460097,22/6/2015,A Brooklyn Summer In Williamsburg,A Brooklyn Summer in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,7,110,93
36462687,22/6/2015,Luminous And Spacious Bedroom Ues,Luminous and spacious bedroom UES,Manhattan,Apartment,80,Private room,10128,1,1,1,80,80
36483657,22/6/2015,Private Bedroom Manhattan  Nyc,Private Bedroom Manhattan - NYC,Manhattan,Apartment,90,Private room,10035,1,1,7,70,94
36522660,23/6/2015,Great Private Room In Sunnyside,Great private room in Sunnyside,Queens,Apartment,80,Private room,11104,1,1,1,60,80
36526143,23/6/2015,"Les Keith Haring Apt, Room For 2","LES Keith Haring apt, room for 2",Manhattan,Apartment,80,Private room,10002,1,1,1,100,80
36526987,23/6/2015,Spacious 1Br 93Rd And West End Ave,Spacious 1BR. 93rd and West End Ave,Manhattan,Apartment,80,Entire home/apt,10025,1,1,2,175,80
36531150,23/6/2015,Prospect Heights Garden Apartment,Prospect Heights garden apartment,Brooklyn,Apartment,90,Entire home/apt,11238,3,1,2,164,90
36533040,23/6/2015,Beautiful Studio On W 71St,Beautiful Studio on W 71st,Manhattan,Apartment,100,Entire home/apt,10023,1,1,1,142,100
36534042,23/6/2015,A Huge Apartment Near Manhattan,A huge apartment near Manhattan,Brooklyn,Apartment,100,Entire home/apt,11209,2,1,1,120,100
36534520,23/6/2015,Cozy EVillage 1Br Private Entrance,Cozy E.Village 1BR Private Entrance,Manhattan,Apartment,100,Entire home/apt,10009,1,1,2,149,100
36536619,23/6/2015,A Beautiful Large Soho 2Bdr Apt,a beautiful large Soho 2bdr apt,Manhattan,Apartment,95,Entire home/apt,10012,3,1,5,595,96
36537536,23/6/2015,Private Room And Bathroom,Private Room and Bathroom,Brooklyn,Apartment,90,Private room,11211,1,1,4,95,90
36538690,23/6/2015,Park Slope Brooklyn For July,Park Slope Brooklyn for July,Brooklyn,Apartment,100,Entire home/apt,11215,3,1,1,"3,100",100
36539736,23/6/2015,Perfect 2Br For A Family,Perfect 2BR for a family,Brooklyn,Apartment,100,Entire home/apt,11201,2,1,1,150,100
36540470,23/6/2015,2Bd Apt W/ Massive Private Garden,2bd Apt w/ Massive Private Garden,Brooklyn,Apartment,100,Entire home/apt,11237,2,1,1,199,100
36546997,23/6/2015,Cozy Spot Above Lorimer Stop,Cozy Spot above Lorimer Stop,Brooklyn,Apartment,100,Shared room,11211,2,1,1,70,100
36549042,23/6/2015,Classic Williamsburg Loft Bedroom,Classic Williamsburg loft bedroom,Brooklyn,Apartment,90,Private room,11206,1,1,5,50,92
36549042,23/6/2015,East Williamsburg Artist Loft Room,East Williamsburg Artist Loft Room,Brooklyn,Apartment,75,Private room,11206,2,1,6,50,77
36549042,23/6/2015,Nice East Williamsburg Artist Loft,Nice East Williamsburg Artist Loft,Brooklyn,Apartment,75,Private room,11206,1,1,5,50,76
36549042,23/6/2015,Room In Modern Williamsburg Loft,Room in Modern Williamsburg Loft,Brooklyn,Apartment,100,Private room,11206,2,1,1,50,100
36551297,23/6/2015,"2 Bedroom 1 Bathroom House, Astoria","2 Bedroom 1 bathroom house, Astoria",Queens,House,80,Entire home/apt,11103,2,1,3,80,80
36555449,23/6/2015,1Br Luxury Condo Doorman Building,1BR LUXURY CONDO DOORMAN BUILDING,Queens,Apartment,100,Private room,11101,1,1,3,95,100
36562419,23/6/2015,Perfect Downtown Location In Nolita,Perfect Downtown Location in Nolita,Manhattan,Apartment,100,Private room,10013,1,1,1,90,100
36566148,23/6/2015,Large Bedroom In Astoria/Lic Area,Large bedroom in Astoria/LIC area,Queens,Apartment,100,Private room,11101,1,1,5,55,100
36566490,23/6/2015,Amazing Studio In The Upper East,Amazing studio in the upper east,Manhattan,Apartment,100,Entire home/apt,10021,1,1,1,125,100
36566681,23/6/2015,Large Sunny Room In Williamsburg,Large Sunny Room in Williamsburg,Brooklyn,Apartment,70,Private room,11211,1,1,2,65,70
36567000,23/6/2015,3Rd Room Available In Railroad Apt,3rd room available in railroad apt.,Brooklyn,Apartment,100,Shared room,11222,1,1,2,45,100
36571434,23/6/2015,"Private Room, Bath & Porch On Uws","Private Room, Bath & Porch on UWS",Manhattan,Apartment,90,Private room,10025,1,1,5,125,92
36577517,23/6/2015,Cozy Bedroom(34PplJacksonheight,Cozy Bedroom(3-4ppl)-JacksonHeight,Queens,Apartment,90,Private room,11373,2,1,2,55,90
36589709,24/6/2015,Luxury 1 Bed Doormam Apt/Park Ave,LUXURY 1 BED DOORMAM APT/PARK AVE,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,199,100
36600057,24/6/2015,Modern 1 Bedroom Manhattan Apt,Modern 1 Bedroom Manhattan Apt,Manhattan,Apartment,85,Entire home/apt,10010,2,1,8,99,88
36600602,24/6/2015,Cozy Private Room A Location,Cozy Private Room A Location,Manhattan,Apartment,100,Private room,10019,1,1,9,150,100
36600602,24/6/2015,"Great Location, Clean Private Room","Great Location, Clean Private Room",Manhattan,Apartment,100,Private room,10019,1,1,1,150,100
36603478,24/6/2015,Townhouse & Garden Private Bed/Bath,Townhouse & Garden Private Bed/Bath,Manhattan,Townhouse,95,Private room,10024,1,1,12,144,96
36611385,24/6/2015,Big Private Room Subway ,Big private room. Subway ),Brooklyn,Apartment,90,Private room,11210,2,1,6,79,93
36621708,24/6/2015,"Spacious 1,700 Sf Loft In Chelsea","Spacious 1,700 sf Loft in Chelsea",Manhattan,Apartment,90,Entire home/apt,10001,5,1,5,475,90
36625404,24/6/2015,Perfect West Village 1 Br Apt,Perfect West Village 1 BR Apt,Manhattan,Apartment,90,Entire home/apt,10014,1,1,2,195,90
36626224,24/6/2015,"Timessq, Panoramic Views & Terrace","TimesSq, Panoramic Views & Terrace",Manhattan,Apartment,100,Entire home/apt,10036,1,1,2,215,100
36634681,24/6/2015,Private Room On Columbia Campus,Private Room on Columbia Campus,Manhattan,Dorm,90,Shared room,10025,2,1,3,80,90
36638599,24/6/2015,Charming Harlem Renaissance Era 2Br,Charming Harlem Renaissance Era 2BR,Manhattan,Apartment,100,Entire home/apt,10034,4,1,1,125,100
36643188,24/6/2015,Spacious Sunny New York Oasis,Spacious Sunny New York Oasis,Queens,Apartment,90,Entire home/apt,11106,1,1,3,160,93
36656552,24/6/2015,Discount Clean Large W Queen Bed,Discount Clean Large w Queen Bed,Manhattan,Apartment,95,Private room,10002,2,1,4,105,95
36662262,24/6/2015,Penthouse StudioBalconyLexington,Penthouse Studio-Balcony-Lexington,Manhattan,Apartment,90,Entire home/apt,10016,1,1,11,184,92
36663321,24/6/2015,Big 1 Bedroom Brooklyn Ditmas Park,Big 1 Bedroom Brooklyn Ditmas Park,Brooklyn,House,95,Private room,11230,1,1,9,60,95
36672652,25/6/2015,Brooklyn 4Bedroom Unit Near Subway,Brooklyn 4-Bedroom Unit Near Subway,Brooklyn,Apartment,100,Entire home/apt,11220,6,1,1,275,100
36672652,25/6/2015,2Room Apt In Lower East Manhattan,2-Room Apt in Lower East Manhattan,Manhattan,Apartment,70,Entire home/apt,10002,4,1,3,245,70
36672652,25/6/2015,3Bedroom Basement Unit (WalkIn,3-Bedroom Basement Unit (Walk-in),Manhattan,Apartment,75,Entire home/apt,10002,5,1,5,215,76
36672652,25/6/2015,Cozy 2Room Apt /2 BathsBest Value,Cozy 2-Room Apt /2 Baths-Best Value,Queens,Apartment,85,Entire home/apt,11355,4,1,3,145,87
36672652,25/6/2015,Affordable Triple Room Close Subway,Affordable Triple Room Close Subway,Brooklyn,House,70,Private room,11219,2,1,2,75,70
36672652,25/6/2015,Affordable Triple Room @ Manhattan,Affordable Triple Room @ Manhattan,Manhattan,Apartment,80,Private room,10002,2,1,1,90,80
36672913,25/6/2015,Great Location Close To The Subway,Great location Close to the subway,Manhattan,Apartment,100,Private room,10028,1,1,1,86,100
36708202,25/6/2015,Perfect Ues; Steps From Park Ave,Perfect UES; steps from Park Ave,Manhattan,Apartment,100,Entire home/apt,10065,1,1,1,155,100
36727786,25/6/2015,Spacious & Cozy Williamsburg Apt,Spacious & Cozy Williamsburg Apt,Brooklyn,Apartment,100,Private room,11211,1,1,2,85,100
36728709,25/6/2015,Brooklyn Private Room & Convenient,Brooklyn Private Room & Convenient,Brooklyn,Apartment,60,Private room,11213,1,1,1,70,60
36730214,25/6/2015,Garden Sanctuary A Block From Water,Garden Sanctuary a block from Water,Brooklyn,Apartment,100,Entire home/apt,11231,2,1,2,144,100
36745896,25/6/2015,Home Away From Home,HOME AWAY FROM HOME,Queens,House,65,Entire home/apt,11377,3,1,4,250,65
36745943,25/6/2015,Hippest Nyc Neighborhood,Hippest NYC Neighborhood,Manhattan,Apartment,100,Entire home/apt,10026,1,1,1,145,100
36748938,25/6/2015,1 Br Apt With Beautiful View,1 BR apt with beautiful view,Manhattan,Apartment,100,Entire home/apt,10037,1,1,1,150,100
36751889,25/6/2015,Private Room  Little Italy,Private room - Little Italy,Bronx,Apartment,100,Private room,10458,1,1,6,55,100
36754170,25/6/2015,Gorgeous Garden Apt Steps To Park,Gorgeous Garden Apt Steps To Park,Brooklyn,Townhouse,90,Entire home/apt,11226,3,1,2,110,90
36755755,25/6/2015,Upper East Side 1 Br Apartment,Upper East Side 1 BR Apartment,Manhattan,Apartment,100,Entire home/apt,10075,1,1,2,160,100
36759241,26/6/2015,"Sunny Room, Private And Safe","Sunny Room, Private and Safe",Brooklyn,Apartment,90,Private room,11222,1,1,7,95,94
36787661,26/6/2015,Private Room W/ Queen Size Bed,Private Room w/ Queen Size Bed,Brooklyn,Apartment,90,Private room,11205,1,1,7,68,94
36810064,26/6/2015,"Gorgeous, Modern 1Br Apt  Gramercy","Gorgeous, Modern 1BR apt - Gramercy",Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,150,100
36815239,26/6/2015,1 Bedroom Available With Queen Bed,1 bedroom available with Queen bed,Manhattan,Apartment,80,Private room,10017,1,1,3,95,80
36818817,26/6/2015,Best Location Near Columbia U,Best Location near Columbia U,Manhattan,Apartment,40,Private room,10025,1,1,3,50,40
36818817,26/6/2015,Best Location Near Columbia U,Best Location near Columbia U,Manhattan,Apartment,100,Private room,10025,1,1,1,50,100
36828770,26/6/2015,Spacious 1Bdr In A Modern 2Bdr Gem,Spacious 1Bdr in a Modern 2bdr Gem,Manhattan,Apartment,100,Private room,10033,1,1,1,175,100
36871638,27/6/2015,Comfy Room Close To Columbia,Comfy room close to Columbia,Manhattan,Apartment,100,Private room,10027,1,1,1,75,100
36883838,27/6/2015,Private Room With Full Bed In Bk,Private room with full bed in BK,Brooklyn,Apartment,90,Private room,11222,1,1,2,95,90
36885571,27/6/2015,Sunny 1Br On Ues,Sunny 1BR on UES.,Manhattan,Apartment,100,Entire home/apt,10075,3,1,1,150,100
36888882,27/6/2015,Charming Studio Apartment,Charming Studio Apartment,Manhattan,Apartment,100,Entire home/apt,10016,1,1,8,145,100
36899834,27/6/2015,Alexander'S 2Br Luxury Quarters,Alexander's 2BR Luxury Quarters,Brooklyn,Apartment,100,Entire home/apt,11221,2,1,7,180,100
